image,caption
459284240_5a4167bf92,three adults and toddler stand on snowy path
459284240_5a4167bf92,three adults and one child walking along paved path that snow covered
459284240_5a4167bf92,two adults child and clown walking down sidewalk
459778335_857d8ffebf,father with two kids at ocean with young boy flying up in air
459778335_857d8ffebf,little boy jumps from fathers arms on beach
459778335_857d8ffebf,man tosses boy into air at beach
459778335_857d8ffebf,adult man throwing child into air at beach while another child watches
459778335_857d8ffebf,young boy thrown by man as girl watches at beach
459814265_d48ba48978,big shaggy dog runs in field of dandylions
459814265_d48ba48978,dog running in field of daisies
459814265_d48ba48978,dog sitting in grass with tongue out
459814265_d48ba48978,long haired dog frolics in meadow of yellow flowers
459814265_d48ba48978,shaggy dog plays in field of grass and yellow flowers
460195978_fc522a4979,black dog in grass with woman in jeans
460195978_fc522a4979,grey in grey sweashirt running alongside of small dog
460195978_fc522a4979,person playing with black dog in grass
460195978_fc522a4979,woman and dog running in field
460195978_fc522a4979,woman flies kite in field while dog watches
460350019_af60511a3b,black dog and woman in red shirt playing tug of war
460350019_af60511a3b,dog pulling on one end of rope and girl pulling on other
460350019_af60511a3b,woman plays tugofwar with black dog in brown landscape surrounded by trees
460350019_af60511a3b,woman plays with rottweiler dog outside
460350019_af60511a3b,woman and dog playing outside
460478198_83039f2593,dog chasing another dog by lake
460478198_83039f2593,husky chasing brown spoted dog at shore
460478198_83039f2593,two dogs spaniel and husky chase each other across sand by body of water
460478198_83039f2593,two dogs chase each other near water
460478198_83039f2593,two dogs playing by shore
460781612_6815c74d37,black and white dog catches frisbee in midair
460781612_6815c74d37,black and white dog midjump and has frisbee in mouth
460781612_6815c74d37,black and white dog jumps up in air to catch frisbee
460781612_6815c74d37,dog jumps in air catching frisbee in mouth
460781612_6815c74d37,white dog in jump holding plate in mouth
460935487_75b2da7854,black and white dog running up path towards some potted plants
460935487_75b2da7854,dog follows another dog around corner but looks back
460935487_75b2da7854,dog turns back toward camera near some potted plants
460935487_75b2da7854,dog turning to look at camera
460935487_75b2da7854,white and black dog in hallway filled with potted plants
460973814_5eacd1ced4,group of people sitting around table drinking tea or coffee
460973814_5eacd1ced4,three individuals sit at table smiling
460973814_5eacd1ced4,three people gather around table for beverages
460973814_5eacd1ced4,three people gather around table and have picture taken
460973814_5eacd1ced4,two women and man sit at table having coffee in home
461019788_bc0993dabd,couple stands on dock by water hugging
461019788_bc0993dabd,stone dock and couple hugging at end water behind
461019788_bc0993dabd,two people hugging at end of stone jetty that looks out over ocean
461019788_bc0993dabd,two people embrace on end of dock
461019788_bc0993dabd,two people stand on pier looking at ocean and embrace
461505235_590102a5bf,man repels down cliff over water
461505235_590102a5bf,mountain climber hangs from cliff above ocean
461505235_590102a5bf,person descends rope from cliff into ocean
461505235_590102a5bf,person climbing cliff wall over rocky shore using rope
461505235_590102a5bf,man climbing up rock
462080147_ca088e6541,man holding bottle of wine with box on head
462080147_ca088e6541,man holding wine bottle and wearing box on head standing next to man wearing black hoodie
462080147_ca088e6541,one man wearing black hoodie sweatshirt and another wearing box over head
462080147_ca088e6541,one person wearing box on head and holding bottle while another man standing next to him
462080147_ca088e6541,two men one with box on head holding bottle
462198798_89e2df0358,big black dog walking along water edge
462198798_89e2df0358,black dog and reflection seen near pond ringed by dry foliage
462198798_89e2df0358,black dog walking beside water in woods
462198798_89e2df0358,black dog walks along marsh edge
462198798_89e2df0358,dog walking near body of water
462288558_b31a8a976f,pitbull dog biting another dog on face
462288558_b31a8a976f,tan dog opens mouth to bite another tan dog
462288558_b31a8a976f,one dog trying to bite another
462288558_b31a8a976f,one tag dog biting another tan dog while laying on bed
462288558_b31a8a976f,two brown dogs playing with each other one has mouth open biting other dog
463786229_b54c9a3436,bee clings to yellow flower
463786229_b54c9a3436,bee on top of flower
463786229_b54c9a3436,bee sits on flower
463786229_b54c9a3436,small bee landed on bunch of yellow flowers
463786229_b54c9a3436,beautiful blue sky and yellow flowers
463875230_f19e83d6df,girl wearing pink swings on swing
463875230_f19e83d6df,little girl swinging high above wooden fence on swing
463875230_f19e83d6df,young girl in pick shirt swinging up in air on swing set
463875230_f19e83d6df,girl on swing
463875230_f19e83d6df,little girl played on swing
463978865_c87c6ca84c,man sitting on left near man walking along side of street with colorful buildings
463978865_c87c6ca84c,man walking by sitting man on street
463978865_c87c6ca84c,man with dreadlocks and backpack walks down sidewalk with colorful buildings in background
463978865_c87c6ca84c,white man with dreadlocks walks down sidewalk
463978865_c87c6ca84c,two boys on sidewalk as cars pass by on road
464116251_1ac4bc91f8,black brown and white dog jumping over pile of logs with trees in background
464116251_1ac4bc91f8,dog jumping over some logs
464116251_1ac4bc91f8,dog jumps over pile of logs
464116251_1ac4bc91f8,dog jumps over pile of wood
464116251_1ac4bc91f8,large dog leaping over some logs in woodland clearing
464251704_b0f0c4c87a,girl in pink top swinging with hair flying everywhere
464251704_b0f0c4c87a,girl swinging
464251704_b0f0c4c87a,girl swinging and looking down with hair flying
464251704_b0f0c4c87a,girl hair streams behind as she swings
464251704_b0f0c4c87a,girl with long hair flying in breeze while she swings
464506846_1734302b58,black dog running across grassy field in front of some bushes
464506846_1734302b58,dog in grassy park jumping and playing
464506846_1734302b58,dog with muzzle on
464506846_1734302b58,muzzled greyhound leaps over grassy ground
464506846_1734302b58,black dog leaps into air in grass
464527562_a18f095225,brown dog has purple disc
464527562_a18f095225,brown dog has eyes closed and purple frisbee in mouth
464527562_a18f095225,brown and black dog holding pink disc on green yard
464527562_a18f095225,dog returns play toy to master
464527562_a18f095225,this dog holding frisbee
465859490_b077219424,group of people listening to man with moustache speak into microphone
465859490_b077219424,lady with brown hair sitting at table while someone speaks on microphone in background
465859490_b077219424,man holds microphone and speaks as group of seated people watch and one woman looks down
465859490_b077219424,woman at table looking down
465859490_b077219424,people sit tables while man speaks with microphone
465994762_1760e83c5d,brown dog jumps over chain
465994762_1760e83c5d,dog jumps over chain
465994762_1760e83c5d,dog leaping over chain
465994762_1760e83c5d,greyhound jumps over chain
465994762_1760e83c5d,brown dog leaps over chain suspended over gravel road
466176275_f40d37851e,grey labradoodle jumps over another large dog
466176275_f40d37851e,one grey puddle jumping in air in front of another tan dog
466176275_f40d37851e,two dogs chasing each other in yard
466176275_f40d37851e,two dogs playing in grass
466176275_f40d37851e,two dogs gray poodle high in air play on grass
466956209_2ffcea3941,distant person climbing up very sheer mountain
466956209_2ffcea3941,panoramic distance view of rock climber going up steep mountain wall
466956209_2ffcea3941,person rock climbing
466956209_2ffcea3941,there person scaling very steep rock wall
466956209_2ffcea3941,this person climbing side of mountain
466956675_a2fb6bf901,man climbing sheer rock wall
466956675_a2fb6bf901,person climbing large mountainside
466956675_a2fb6bf901,person climbs up rock face
466956675_a2fb6bf901,rock climber
466956675_a2fb6bf901,climber ascending mountain
467858872_f3431df682,two dogs bending over and looking down into ditch to investigate
467858872_f3431df682,two dogs digging under large rock with bottoms to camera
467858872_f3431df682,two dogs shown with only tails and backsides as they dig in dirt
467858872_f3431df682,two dogs sniffing at ground with tails in air
467858872_f3431df682,two dogs with heads down hole and tails sticking straight up
467960888_6943257534,black dog running along edge of ocean
467960888_6943257534,black dog runs along beach
467960888_6943257534,black dog runs through surf on sandy beach
467960888_6943257534,dog runs along ocean surf
467960888_6943257534,balck dog running on clean sand beach very close to surf
468102269_135938e209,couple kiss outdoors while another couple watch
468102269_135938e209,man and woman outside kissing with woman wearing red scarf in background
468102269_135938e209,woman on right wearing red scarf
468102269_135938e209,two people in complete love kissing in most beautiful embrace
468102269_135938e209,two people kissing
468141298_3154d717e1,street view with cars and buildings
468141298_3154d717e1,cars parked by little store in quaint european street
468141298_3154d717e1,cobblestone street and line of storefronts
468141298_3154d717e1,people stand outside of building that has cars parked in front
468141298_3154d717e1,there two blue signs on corner of street
468310111_d9396abcbd,black and white dog running through cow field
468310111_d9396abcbd,black and white dog running in grass where there some cows
468310111_d9396abcbd,calf running in fields while cows look on
468310111_d9396abcbd,cow herd grazing in pasture with dog running in foreground
468310111_d9396abcbd,dog running in grass around sheep
468608014_09fd20eb9b,dog bites object offered by person
468608014_09fd20eb9b,dog playing with dog toy as someone tries to pull it from mouth
468608014_09fd20eb9b,golden retriever plays with toy
468608014_09fd20eb9b,photographer playing tugofwar with dog
468608014_09fd20eb9b,two dogs fighting for same chew toy
468871328_72990babd4,two brown dogs laying on street next to metal pole
468871328_72990babd4,two dogs chained to pole
468871328_72990babd4,two dogs tied to tree in city
468871328_72990babd4,two dogs tied to tree
468871328_72990babd4,two small dogs sit near tree
468911753_cc595f5da0,brown and white dog runs away carrying big stick
468911753_cc595f5da0,dog running through grass with stick in mouth
468911753_cc595f5da0,dog fetching huge stick
468911753_cc595f5da0,brown and white dog carrying stick in mouth
468911753_cc595f5da0,brown dog running away with stick in mouth
468918320_9c275b877f,young couple kissing on park bench
468918320_9c275b877f,young man and woman sitting on bench outside kissing
468918320_9c275b877f,couple making out on park bench in public
468918320_9c275b877f,girl and boy kissing whilst sitting on wooden bench
468918320_9c275b877f,man and woman sitting on bench kissing
468930779_8008d90e10,brown dog carrying stick in mouth
468930779_8008d90e10,dog has head coming up from water as it holds stick
468930779_8008d90e10,dog swimming with stick in mouth
468930779_8008d90e10,swimming dog with small branch in mouth
468930779_8008d90e10,closeup of brown dog in water holding very large stick
469021173_aa31c07108,hiker wearing orange backpack walking through long grass
469021173_aa31c07108,man walking in brush with big orange backpack
469021173_aa31c07108,man with orange backpack in bushy area
469021173_aa31c07108,person with large backpack hiking through tall grass
469021173_aa31c07108,hiker with black and orange backpack walks away into wooded area
469029994_349e138606,backpacker looks over cliff towards fog
469029994_349e138606,backpacker looks toward foggy landscape
469029994_349e138606,hiker stands on hill looking into distance
469029994_349e138606,man with orange backpack standing on cliffside path
469029994_349e138606,hiker with yellow backpack stares into fog
469259974_bb03c15c42,man drinking and reading paper
469259974_bb03c15c42,man reads newspaper at table for one
469259974_bb03c15c42,man reads newspaper while having drink
469259974_bb03c15c42,man wearing glasses sits with drink at table whilst reading newspaper
469259974_bb03c15c42,africanamerican man reading newspaper and drinking beer in shop
469617651_278e586e46,couple of people sit in chairs in waiting room lit in sunlight
469617651_278e586e46,line of white chairs folded and few indescript people sitting in background
469617651_278e586e46,people wait in chairs one person has shoe off
469617651_278e586e46,photo of inside of place with chairs and people sitting in them
469617651_278e586e46,some people sitting in seats under white framed glass canopy
469969326_4b84073286,woman carrying backpack sits on rocky ledge overlooking water
469969326_4b84073286,woman sits alone on rocks by beach
469969326_4b84073286,woman sits on rock by water
469969326_4b84073286,woman sits on rock
469969326_4b84073286,woman wearing red backpack sitting on rock overlooking water
470373679_98dceb19e7,group of people inside building that overlooks large mountain
470373679_98dceb19e7,large window with mountain range while onlookers stand in front
470373679_98dceb19e7,people look out window at mountains
470373679_98dceb19e7,people stand and look out window to view mountain
470373679_98dceb19e7,sillhouttes of people in front of mountain and in front of window
470887781_faae5dae83,crowd at rally
470887781_faae5dae83,crowd of people remember armenian genocide from 1915 to 1923
470887781_faae5dae83,group of people gathered to watch man speak from podium about armenian genocide
470887781_faae5dae83,people gather to hear speech related to armenian genocide
470887781_faae5dae83,there man in suit speaking at podium at protest march
470887785_e0b1241d94,lady giving speech dealing with armenian genocide
470887785_e0b1241d94,middle eastern woman talking into microphone at protest event
470887785_e0b1241d94,speaking woman at podium has phrase armenian genocide written on it flanked by priests and men in suits
470887785_e0b1241d94,woman speaking at armenian genocide event
470887785_e0b1241d94,woman speaks at podium surrounded by religious men
470887791_86d5a08a38,man and woman standing with group of spectators
470887791_86d5a08a38,man holding flag stands next to woman wearing black and white
470887791_86d5a08a38,man holding flag and woman behind railing
470887791_86d5a08a38,elder man in white shirt and cap waves flag as group of people stand behind him
470887791_86d5a08a38,older man with red blue and orange flag in crowd
470887795_8443ce53d0,boy drinks from glass bottle
470887795_8443ce53d0,girl in purple sweater watching boy drink from bottle
470887795_8443ce53d0,girl in purple sweater watching boy drink from green bottle
470887795_8443ce53d0,little girl in pink watches young boy drink out of bottle on crowded street
470887795_8443ce53d0,boy drinking from green bottle with girl in purple sweater watching
470903027_489cc507de,man sitting crosslegged in field
470903027_489cc507de,man wearing hat sitting on ground with small bag
470903027_489cc507de,person wearing hat sits on grass with mountain behind him
470903027_489cc507de,person with stocking cap on sitting down on grassy plain with mountain behind them
470903027_489cc507de,man on green grass mountains and semicloudy sky in background
471402959_0b187560df,african american woman wearing orange dress with hood covering face with hand while sitting in chair
471402959_0b187560df,woman in orangehooded outfit sitting with hand on face
471402959_0b187560df,woman in red headscarf covering face
471402959_0b187560df,woman in orange clothing putting palm over face
471402959_0b187560df,woman in orange headscarf with hand over face sitting in blue chair
472396131_6e97068d93,puppy catching bird
472396131_6e97068d93,small white dog holds bird in mouth as it runs in field
472396131_6e97068d93,white dog carries gray bird in field
472396131_6e97068d93,white puppy carrying black bird in mouth
472396131_6e97068d93,dog returns with hunter bird
472535997_0dbf42b9f3,two african toddlers dressed in pink playing in sparsely decorated kitchen
472535997_0dbf42b9f3,two girls in pink dresses dance and clap
472535997_0dbf42b9f3,two little girls in pink dancing
472535997_0dbf42b9f3,two little girls wearing pink outfits dance together
472535997_0dbf42b9f3,two very young girls in pink dance inside
472661386_723aae880b,class holds up certificates
472661386_723aae880b,group of children posing with certificates
472661386_723aae880b,group of children showing diplomas
472661386_723aae880b,children hold up awards
472661386_723aae880b,girl in yellow shirt walks in front of group of kids holding up awards
472860064_a96a228796,black dog in front of tree jumping towards red frisbee
472860064_a96a228796,dog jumps through grass
472860064_a96a228796,grey dog jumps in air to catch frisbee in grassy park
472860064_a96a228796,shaggy dog jumps outside in grass
472860064_a96a228796,black dog jumping up in air
473220329_819a913bbb,woman walking away on wooden walkway through field of golden plants
473220329_819a913bbb,woman walking over bridge with tall grass on either side of
473220329_819a913bbb,woman walks along boardwalk
473220329_819a913bbb,woman with dark hair walks through grassy field on path with wooden handrails
473220329_819a913bbb,young woman crosses bridge through field of tall grass
473988700_570422001b,black and brown dog shakes water off of itself
473988700_570422001b,brown and black dog shaking water of himself
473988700_570422001b,brown and black dog with red and blue collar stands on brown grassy surface with water droplets all around
473988700_570422001b,dog stretches neck out as it shakes off dust
473988700_570422001b,wet dog shaking off excess water in field
475042270_719ebe6c48,golden retriever playing with smaller black and brown dog in pink collar
475042270_719ebe6c48,small black and brown dog jumping on large orange dog
475042270_719ebe6c48,smaller black dog fighting with larger brown dog in forest
475042270_719ebe6c48,brown dog with mouth open near head of black and tan dog
475042270_719ebe6c48,two dogs playing near woods
475313618_bdb2f72be5,female in bluejeans standing in enclosed area with arms folded
475313618_bdb2f72be5,girl stands in dimly lit area
475313618_bdb2f72be5,lone woamn wearing black hoodie and blue jeans standing on sidewalk
475313618_bdb2f72be5,girl stands in subway waiting on something
475313618_bdb2f72be5,girl with crossed arms stands in stone corridor seated figure in background
475317104_1cdc1653b4,girl standing in enclosed place
475317104_1cdc1653b4,girl stands alone while man raises arms in background
475317104_1cdc1653b4,teenage girl stands in large industrial garage with two boys sitting in background
475317104_1cdc1653b4,woman wearing black shirt and blue jeans standing on sidewalk
475317104_1cdc1653b4,young lady standing alone waiting
475778645_65b7343c47,boy in harness climbs rock wall
475778645_65b7343c47,small boy hangs from safety harness next to climbing wall
475778645_65b7343c47,young boy on harness climbs up boulder
475778645_65b7343c47,boy climbing white rock wall
475778645_65b7343c47,small child climbs white rock wall
475816542_f5c2736815,black and brown dog running toward camera
475816542_f5c2736815,black and yellow dog
475816542_f5c2736815,black dog and brown dog with ball
475816542_f5c2736815,large black dog and large yellow dog appear to be playing with soccer ball
475816542_f5c2736815,black dog by soccer ball and brown dog running
475980315_b8ecd50094,white dog fetches stick as he swims in lake
475980315_b8ecd50094,white dog holds stick while swimming
475980315_b8ecd50094,white dog retrieves stick from lake for owner
475980315_b8ecd50094,white dog swims with stick
475980315_b8ecd50094,white dog retrieving stick from water
476233374_e1396998ef,little boy and little girl playing with pebbles on beach
476233374_e1396998ef,small boy and girl on beach edge looking at ground
476233374_e1396998ef,two kids playing on pebble beach by water
476233374_e1396998ef,two little kids play on pebble covered beach
476233374_e1396998ef,two young child stand on rocks near edge of water
476740978_45b65ebe0c,group of people holding up signs
476740978_45b65ebe0c,group of people carry pink letters that spell impeach
476740978_45b65ebe0c,many woman hold up sign reading impeach
476740978_45b65ebe0c,people holding pink signs that spell out impeach
476740978_45b65ebe0c,war protesters on curb with pink umbrellas spelling out impeach
476759700_8911f087f8,man carrying sign that says free hug along sidewalk
476759700_8911f087f8,man holds up free hugs sign above head
476759700_8911f087f8,man holding sign that says free hugs
476759700_8911f087f8,young man in black shirt holding free hugs sign
476759700_8911f087f8,man wearing green shirt and blue jeans and carrying free hugs sign
476760133_c33d2bd83d,black dog running across grass carrying something in mouth
476760133_c33d2bd83d,black dog running outside with toy in mouth
476760133_c33d2bd83d,black dog runs along green grass carrying toy in mouth
476760133_c33d2bd83d,black dog runs on green grass with toy in mouth
476760133_c33d2bd83d,black dog carrying something in mouth and running in grass
477204750_d04d111cd4,dog playing fetch with ball
477204750_d04d111cd4,dog stirs up dirt on ground while running to catch ball
477204750_d04d111cd4,dog turns on grass to persue flying ball
477204750_d04d111cd4,light brown dog chasing after ball
477204750_d04d111cd4,yellow dog anticipates ball
477254932_56b48d775d,girl flipping into swimming pool while others swim
477254932_56b48d775d,girl heads into pool while others chat at side
477254932_56b48d775d,girl diving into indoor pool
477254932_56b48d775d,many people in indoor swimming pool and one girl in act of jumping in headfirst
477254932_56b48d775d,teenagers swimming in indoor pool together
477768471_d7cd618fdb,black and white dog playing with golf ball in sand
477768471_d7cd618fdb,dog playing with golf ball in front of small wooden fence on beach
477768471_d7cd618fdb,dog plays in sand with ball
477768471_d7cd618fdb,white dog with black spots looks at golf ball in sand
477768471_d7cd618fdb,dog eyes ball before retrieving it
478208896_90e7187b64,girl climbs huge rock
478208896_90e7187b64,lady in black pants and shadow climb large rocks
478208896_90e7187b64,rock climber taking large step up side of rock face
478208896_90e7187b64,girl in black pants climbing smooth rock
478208896_90e7187b64,young woman wearing striped shirt rock climbing
478209058_21e2c37c73,man in red climbs rock in field of snow cliffs and fallen boulders
478209058_21e2c37c73,man rock climbing up snowy rocky mountain
478209058_21e2c37c73,man wearing red shirt scales rock in boulder field
478209058_21e2c37c73,person climbing large rock with many snow covered rocks in background
478209058_21e2c37c73,person with red long sleeved shirt climbing rock in snow
478592803_f57cc9c461,backs of two asian girls wearing red tops and holding red flags
478592803_f57cc9c461,two asian girls dressed in red standing at busy pedestrian crossing
478592803_f57cc9c461,two girls in red jackets trying to cross traffic with lot of cars going by
478592803_f57cc9c461,two people in red jackets with red sashes standing on street corner
478592803_f57cc9c461,two women attempting to cross busy street in china
47870024_73a4481f7d,boy in yellow riding scooter on street
47870024_73a4481f7d,boy on scooter
47870024_73a4481f7d,boy wearing helmet rides scooter in suburban neighborhood
47870024_73a4481f7d,child on scooter jumping curb
47870024_73a4481f7d,young boy wearing orange helmet riding scooter
47871819_db55ac4699,soccer player in blue chasing after player in black and white
47871819_db55ac4699,girl in white strip falling down as girl in blue strip challenges for soccer ball
47871819_db55ac4699,girls playing soccer
47871819_db55ac4699,two women in soccer uniforms playing soccer
47871819_db55ac4699,two young women on different teams playing soccer on field
478750151_e0adb5030a,white dog races brown dog in field of grass
478750151_e0adb5030a,one brown and one white dog running through field
478750151_e0adb5030a,brown and white dogs run through field
478750151_e0adb5030a,two dogs running side by side in field
478750151_e0adb5030a,two dogs run through brush
478754346_addb53893c,dirt bike rider rides off of jump
478754346_addb53893c,dirt biker with number 625 racing on course
478754346_addb53893c,man in helmet does jump on bike
478754346_addb53893c,man in yellow rides motocross bike down dirt track in forest
478754346_addb53893c,dirt bike racer
479807115_3a484fb18b,man riding dirt bike in down hill in competition
479807115_3a484fb18b,motocross rider wearing red white and black with white helmet
479807115_3a484fb18b,motorcycle racer going down steep dirt hill
479807115_3a484fb18b,person rides motorbike down dirt hill
479807115_3a484fb18b,man riding bike down dirt hill
479807465_cf42f39d00,fallen dirt biker aided by another
479807465_cf42f39d00,young man pushes motocross bike up dirt hill
479807465_cf42f39d00,dirt bike rider deep in sand
479807465_cf42f39d00,two boys lifting dirt bike
479807465_cf42f39d00,young dirt bikers try to get dirt bike up sandy hill
479807833_85eed6899c,dirt biker rides up rocky hill on motorized dirt bike
479807833_85eed6899c,man wearing helmet and safety suit goes uphill over rocks on dirt bike
479807833_85eed6899c,man wearing protective gear riding dirt bike up rocky hill
479807833_85eed6899c,off road motorbike climbs rocky hill
479807833_85eed6899c,person on motorcycle going uphill on rocky terrain
480200554_6155e9dfeb,elderly man wearing sombrero riding mobility scooter while shopping for shoes
480200554_6155e9dfeb,old man on cart shopping for shoes
480200554_6155e9dfeb,old man wearing large hat and riding in motorized wheelchair picking out shoes at store
480200554_6155e9dfeb,man on electric scooter looking at shelves of shoes
480200554_6155e9dfeb,senior citizen shops for shoes with sombrero on head
480505313_2dc686e5db,couple photographed in front of large outdoor fountain
480505313_2dc686e5db,couple pose in front of fountain
480505313_2dc686e5db,older couple posing in front of fountain for picture
480505313_2dc686e5db,older couple posing for picture in front of fountain
480505313_2dc686e5db,parents of younger male posing for picture in front of water fountain
480607352_65614ab348,man in bright clothing plays instrument on street
480607352_65614ab348,man wearing colorful and striped sweater plays music in street
480607352_65614ab348,man wearing multicolor coat playing guitar on street
480607352_65614ab348,man wearing multicolored striped shirt playing guitar on street
480607352_65614ab348,street performer in colorful shirt performing with small guitar
481054596_cad8c02103,couple hugging with other people standing around in front of some buildings
481054596_cad8c02103,man and woman hug on street
481054596_cad8c02103,man in red shirt taking photo of couple that hugging on sidewalk
481054596_cad8c02103,man in red shirt taking picture of two people hugging
481054596_cad8c02103,two people share hug
481632457_7372f18275,big tricolored and smaller puppy with light blue eyes playing together
481632457_7372f18275,adult australian shepherd follows behind running australian shepherd puppy
481632457_7372f18275,puppy with blue eyes runs older dog with blue eyes stands behind
481632457_7372f18275,small black and white dog followed by larger dog in grassy yard
481632457_7372f18275,two dogs outside
481732592_b50194cb89,creepy old man stars at young couple as they smoke cigarette
481732592_b50194cb89,man and woman sitting with man standing to left
481732592_b50194cb89,older man stands over two youths at corner of unusual building
481732592_b50194cb89,red haired man in white pants glances at couple sitting on step
481732592_b50194cb89,several people standing and sitting outside on sidewalk
481827288_a688be7913,two brown dog play together in water
481827288_a688be7913,two brown dogs playing in water
481827288_a688be7913,two dogs playing in ocean
481827288_a688be7913,two dogs play in water
481827288_a688be7913,two identical brown dogs in water with noses in air
481887827_f8975dabf1,group of people sit before campfire
481887827_f8975dabf1,four people sit around campfire and sky blue behind them
481887827_f8975dabf1,several people sit by campfire in darkness
481887827_f8975dabf1,three people lounge on dark prairie in front of campfire
481887827_f8975dabf1,three people sitting around fire
482047956_9a29e9cee6,group of girls riding on roller coaster
482047956_9a29e9cee6,three girls riding ride with shoulder harnesses as girl in green poses
482047956_9a29e9cee6,three girls riding on roller coaster
482047956_9a29e9cee6,three girls on amusement ride enjoying themselves
482047956_9a29e9cee6,three young girls posing while riding roller coaster
482088914_e6ea4501e9,kayaker almost turns over
482088914_e6ea4501e9,kayaker traverses some churning rapids
482088914_e6ea4501e9,man kayaking in rough water
482088914_e6ea4501e9,man kayaks in wavy water
482088914_e6ea4501e9,person in blue kayak battles waves
482098572_e83153b300,man in yellow boat paddling against waves
482098572_e83153b300,person in yellow kayak paddling through river with snowy banks
482098572_e83153b300,kayaker going through rapids
482098572_e83153b300,man in yellow kayak in rough waters
482098572_e83153b300,this person in yellow kayak riding rapids
482353373_03a9d5e8bc,girl in petterned shirt talking to guy with hat in billiards room
482353373_03a9d5e8bc,man holding pool stick talking to woman in pool hall
482353373_03a9d5e8bc,man in black hat talking to woman with animal print shirt
482353373_03a9d5e8bc,boy holding pool cue looking at person in sweater
482353373_03a9d5e8bc,two people talking to each other at pool place
482830610_13a0a6c924,girl reads and listens to music on bus
482830610_13a0a6c924,woman reads book on train
482830610_13a0a6c924,woman reads while on public transportation
482830610_13a0a6c924,girl sitting on train and reading book
482830610_13a0a6c924,woman on train reading and listening to headphones
482882307_7dcb9eee11,guy in midair behind raft full of people
482882307_7dcb9eee11,man flipped off of white water raft
482882307_7dcb9eee11,man flying out of river raft filled with other people
482882307_7dcb9eee11,man has fallen out of white water raft while other rafters look at him
482882307_7dcb9eee11,man launched into air from raft
482882719_165722082d,group of people go rafting
482882719_165722082d,person flies backward off blue raft near rapids
482882719_165722082d,six people riding in raft on white water whilst seventh person has been flung out of boat into air
482882719_165722082d,guy gets thrown out of raft on rapids
482882719_165722082d,six people in blue raft in water and one person flew out of raft
482907079_22085ada04,climber scales cliff as others watch
482907079_22085ada04,figure climbing up rock while people on grond watch
482907079_22085ada04,person climbs cliff face in woods while others watch
482907079_22085ada04,woman rock climbing
482907079_22085ada04,people watching man who climbing on rock face
483039719_75181b2726,teenage boy with white headband looking right crowd in background
483039719_75181b2726,young man wearing grey and black shirt and white headband
483039719_75181b2726,teenager standing up with headband on
483039719_75181b2726,one teen has headband and other one hat
483039719_75181b2726,young man in headband with other young people in background
483136916_16976f4902,beagle looking over shoulder as he stand on sandy slope
483136916_16976f4902,beagle stands in sand and grass
483136916_16976f4902,dog stands in field
483136916_16976f4902,brown black and white dog standing on sandy slope
483136916_16976f4902,dog standing in grassy sand dune
483841513_e660391880,girl does handstand on trampoline
483841513_e660391880,girl doing handstand on trampoline
483841513_e660391880,girl doing handstand on trampoline
483841513_e660391880,girl doing trick on trampoline
483841513_e660391880,little girl does handstand on trampoline
484896012_7787d04f41,boy kicks soccer ball high up
484896012_7787d04f41,little boy in bright green field has kicked soccer ball very high in air
484896012_7787d04f41,small boy wearing red kicks soccer ball above grass
484896012_7787d04f41,young boy playing with soccer ball in field
484896012_7787d04f41,young boy kicks red and white soccer ball on grassy field
485054073_fef8b80b4b,frisbee casts shadow on dog
485054073_fef8b80b4b,white dog attempting to catch green and pink object
485054073_fef8b80b4b,white dog with long hair jumps to catch red and green toy
485054073_fef8b80b4b,white furry dog jumping to catch frisbee
485054073_fef8b80b4b,dog trying to catch frisbee
485245061_5a5de43e20,man crouched on snowy peak
485245061_5a5de43e20,man in green jacket stands in deep snow at base of mountain
485245061_5a5de43e20,man kneels in snow
485245061_5a5de43e20,man measures depth of snow
485245061_5a5de43e20,mountain hiker digging steaks into thck snow
485312202_784508f2a9,man sitting on bench behind bike
485312202_784508f2a9,man sitting on bench next to bike
485312202_784508f2a9,man sitting on bench with bicycle leaning against railing
485312202_784508f2a9,man sitting on bench with bike parked at rail
485312202_784508f2a9,man sitting on bench next to bike
485357535_b45ba5b6da,boy in black and white shirt holds red skateboard as he stands over hollywood stars
485357535_b45ba5b6da,skateboarder examines hollywood walk of fame
485357535_b45ba5b6da,teenage boy wearing striped shirt walks on street paved with stars carrying skateboard
485357535_b45ba5b6da,man walking with red skateboard
485357535_b45ba5b6da,person wearing black and white striped shirt holding red skateboard standing on sidewalk with stars
485566887_57eac33bd1,one dog biting at another dog face in grassy field
485566887_57eac33bd1,there two brown dogs playing in field
485566887_57eac33bd1,two brown dogs with blue collars running in grass
485566887_57eac33bd1,two dogs fighting and playing with each other while running through some grass
485566887_57eac33bd1,two dogs playing in grass
485738889_c2a00876a6,baby being held by small girl swimming underwater in blue pool
485738889_c2a00876a6,child supports toddler underwater in pool
485738889_c2a00876a6,small girl and toddler swimming underwater in pool
485738889_c2a00876a6,young girl and baby boy swimming underwater in pool
485738889_c2a00876a6,two children smile underwater
485741580_ab523fa657,black and tan dog sleeps in car
485741580_ab523fa657,black dog asleep in car
485741580_ab523fa657,dog in car
485741580_ab523fa657,dog in car
485741580_ab523fa657,dog sleeping in vehicle
485921585_1974b1577a,bicycle stunt person midair performing trick with fans watching
